年	月	管区	都道府県	発生件数（速報値）	死者数（確定値）	負傷者数（速報値）
2018	5	近畿	兵庫	2018	11	2457
2018	5	近畿	奈良	318	1	395
2018	5	近畿	和歌山	208	1	252
2018	5	近畿	計	6284	28	7605
2018	5	中国	鳥取	75	1	93
2018	5	中国	島根	89	1	113
2018	5	中国	岡山	480	5	562
2018	5	中国	広島	644	9	783
2018	5	中国	山口	336	1	416
2018	5	中国	計	1624	17	1967
2018	5	四国	徳島	262	2	313
2018	5	四国	香川	420	3	504
2018	5	四国	愛媛	308	2	373
2018	5	四国	高知	157	0	169
2018	5	四国	計	1147	7	1359
2018	5	九州	福岡	2426	11	3190
2018	5	九州	佐賀	461	2	618
2018	5	九州	長崎	413	4	552
2018	5	九州	熊本	382	3	503
2018	5	九州	大分	300	4	391
2018	5	九州	宮崎	644	0	691
2018	5	九州	鹿児島	540	3	641
2018	5	九州	沖縄	379	6	464
2018	5	九州	計	5545	33	7050
2018	5	合計	計	35341	253	43282
2018	4	北海道	札幌	496	1	589
2018	4	北海道	函館	47	0	53
2018	4	北海道	旭川	50	1	60
2018	4	北海道	釧路	58	0	66
2018	4	北海道	北見	24	1	31
2018	4	北海道	計	675	3	799
2018	4	東北	青森	212	3	246
2018	4	東北	岩手	119	3	144
2018	4	東北	宮城	550	3	681
2018	4	東北	秋田	106	4	125
2018	4	東北	山形	385	7	474
2018	4	東北	福島	412	7	512
2018	4	東北	計	1784	27	2182
2018	4	東京	計	2793	9	3173
2018	4	関東	茨城	688	11	867
2018	4	関東	栃木	377	7	457
2018	4	関東	群馬	1074	6	1357
2018	4	関東	埼玉	2090	16	2490
2018	4	関東	千葉	1425	8	1705
2018	4	関東	神奈川	2154	8	2573
2018	4	関東	新潟	287	8	329
2018	4	関東	山梨	283	1	383
2018	4	関東	長野	553	3	669
2018	4	関東	静岡	2282	13	2930
2018	4	関東	計	11213	81	13760
2018	4	中部	富山	223	2	257
2018	4	中部	石川	183	2	222
2018	4	中部	福井	98	5	111
2018	4	中部	岐阜	361	4	474
2018	4	中部	愛知	2844	20	3400
2018	4	中部	三重	384	9	488
2018	4	中部	計	4093	42	4952
2018	4	近畿	滋賀	351	4	417
2018	4	近畿	京都	520	4	616
2018	4	近畿	大阪	2861	9	3364
2018	4	近畿	兵庫	2038	16	2484
2018	4	近畿	奈良	346	2	429
2018	4	近畿	和歌山	166	4	202
2018	4	近畿	計	6282	39	7512
2018	4	中国	鳥取	77	1	91
2018	4	中国	島根	88	5	113
2018	4	中国	岡山	462	2	559
2018	4	中国	広島	590	9	724
2018	4	中国	山口	315	7	362
2018	4	中国	計	1532	24	1849
2018	4	四国	徳島	200	1	261
2018	4	四国	香川	401	5	474
2018	4	四国	愛媛	290	4	341
2018	4	四国	高知	101	2	112
2018	4	四国	計	992	12	1188
2018	4	九州	福岡	2530	15	3259
2018	4	九州	佐賀	473	2	591
2018	4	九州	長崎	375	3	477
2018	4	九州	熊本	360	4	468
2018	4	九州	大分	323	0	434
2018	4	九州	宮崎	591	1	639
2018	4	九州	鹿児島	455	5	552
2018	4	九州	沖縄	397	3	467
2018	4	九州	計	5504	33	6887
2018	4	合計	計	34868	270	42302
2018	3	北海道	札幌	582	4	680
2018	3	北海道	函館	69	0	77
2018	3	北海道	旭川	110	1	138
2018	3	北海道	釧路	69	0	76
2018	3	北海道	北見	31	1	34
2018	3	北海道	計	861	6	1005
2018	3	東北	青森	226	8	266
2018	3	東北	岩手	150	6	181
2018	3	東北	宮城	577	6	732
2018	3	東北	秋田	138	5	172
2018	3	東北	山形	390	1	493
2018	3	東北	福島	348	7	415
2018	3	東北	計	1829	33	2259
2018	3	東京	計	3037	6	3511
2018	3	関東	茨城	763	12	933
2018	3	関東	栃木	353	10	420
2018	3	関東	群馬	1241	5	1577
2018	3	関東	埼玉	2167	18	2599
2018	3	関東	千葉	1476	21	1805
2018	3	関東	神奈川	2433	9	2852
2018	3	関東	新潟	290	6	348
2018	3	関東	山梨	313	1	392
2018	3	関東	長野	590	7	720
2018	3	関東	静岡	2536	8	3355
2018	3	関東	計	12162	97	15001
2018	3	中部	富山	244	3	285
2018	3	中部	石川	207	4	239
2018	3	中部	福井	111	4	126
2018	3	中部	岐阜	425	6	594
2018	3	中部	愛知	3109	13	3704
2018	3	中部	三重	427	3	542
2018	3	中部	計	4523	33	5490
2018	3	近畿	滋賀	392	2	491
2018	3	近畿	京都	510	0	603
2018	3	近畿	大阪	2930	10	3475
2018	3	近畿	兵庫	2131	7	2621
2018	3	近畿	奈良	332	5	428
2018	3	近畿	和歌山	236	3	298
2018	3	近畿	計	6531	27	7916
2018	3	中国	鳥取	63	4	78
2018	3	中国	島根	74	2	84
2018	3	中国	岡山	573	9	663
2018	3	中国	広島	670	13	813
2018	3	中国	山口	351	8	444
2018	3	中国	計	1731	36	2082
2018	3	四国	徳島	247	4	293
2018	3	四国	香川	434	2	524
2018	3	四国	愛媛	349	4	410
2018	3	四国	高知	134	0	143
2018	3	四国	計	1164	10	1370
2018	3	九州	福岡	2759	6	3705
2018	3	九州	佐賀	492	4	638
2018	3	九州	長崎	433	1	579
2018	3	九州	熊本	410	3	488
2018	3	九州	大分	314	3	401
2018	3	九州	宮崎	646	9	703
2018	3	九州	鹿児島	525	3	610
2018	3	九州	沖縄	389	5	441
2018	3	九州	計	5968	34	7565
2018	3	合計	計	37806	282	46199
2018	2	北海道	札幌	632	5	724
2018	2	北海道	函館	81	0	88
2018	2	北海道	旭川	91	2	115
2018	2	北海道	釧路	67	2	74
2018	2	北海道	北見	25	1	28
2018	2	北海道	計	896	10	1029
2018	2	東北	青森	254	2	326
2018	2	東北	岩手	177	8	220
2018	2	東北	宮城	553	4	661
2018	2	東北	秋田	193	0	223
2018	2	東北	山形	503	1	621
2018	2	東北	福島	392	3	461
2018	2	東北	計	2072	18	2512
2018	2	東京	計	2389	14	2701
2018	2	関東	茨城	738	9	938
2018	2	関東	栃木	311	6	386
2018	2	関東	群馬	918	2	1121
2018	2	関東	埼玉	1942	20	2339
2018	2	関東	千葉	1223	12	1476
2018	2	関東	神奈川	1948	10	2288
2018	2	関東	新潟	310	4	376
2018	2	関東	山梨	270	3	335
2018	2	関東	長野	602	3	723
2018	2	関東	静岡	2110	3	2660
2018	2	関東	計	10372	72	12642
2018	2	中部	富山	255	2	291
2018	2	中部	石川	210	1	227
2018	2	中部	福井	137	2	155
2018	2	中部	岐阜	365	7	459
2018	2	中部	愛知	2720	13	3256
2018	2	中部	三重	384	8	516
2018	2	中部	計	4071	33	4904
2018	2	近畿	滋賀	310	5	408
2018	2	近畿	京都	510	3	601
2018	2	近畿	大阪	2649	13	3086
2018	2	近畿	兵庫	1859	14	2199
2018	2	近畿	奈良	349	2	417
2018	2	近畿	和歌山	155	3	193
2018	2	近畿	計	5832	40	6904
2018	2	中国	鳥取	65	0	74
2018	2	中国	島根	76	1	96
2018	2	中国	岡山	482	4	577
2018	2	中国	広島	522	6	657
2018	2	中国	山口	339	1	407
2018	2	中国	計	1484	12	1811
2018	2	四国	徳島	210	2	249
2018	2	四国	香川	419	5	489
2018	2	四国	愛媛	269	4	312
2018	2	四国	高知	147	4	169
2018	2	四国	計	1045	15	1219
2018	2	九州	福岡	2496	12	3188
2018	2	九州	佐賀	519	4	653
2018	2	九州	長崎	351	2	426
2018	2	九州	熊本	347	3	448
2018	2	九州	大分	269	1	335
2018	2	九州	宮崎	576	3	624
2018	2	九州	鹿児島	450	3	538
2018	2	九州	沖縄	316	3	367
2018	2	九州	計	5324	31	6579
2018	2	合計	計	33485	245	40301
2018	1	北海道	札幌	594	4	695
2018	1	北海道	函館	72	2	83
2018	1	北海道	旭川	103	5	125
2018	1	北海道	釧路	56	4	65
2018	1	北海道	北見	33	2	40
2018	1	北海道	計	858	17	1008
2018	1	東北	青森	199	3	250
2018	1	東北	岩手	163	10	204
2018	1	東北	宮城	583	5	765
2018	1	東北	秋田	164	2	195
2018	1	東北	山形	547	1	678
2018	1	東北	福島	430	8	514
2018	1	東北	計	2086	29	2606
2018	1	東京	計	2511	14	2870
2018	1	関東	茨城	796	13	1004
2018	1	関東	栃木	410	7	496
2018	1	関東	群馬	902	2	1177
2018	1	関東	埼玉	1744	17	2150
2018	1	関東	千葉	1350	20	1590
2018	1	関東	神奈川	2114	18	2525
2018	1	関東	新潟	317	10	367
2018	1	関東	山梨	290	6	376
2018	1	関東	長野	638	3	782
2018	1	関東	静岡	2265	9	2957
2018	1	関東	計	10826	105	13424
2018	1	中部	富山	248	4	287
2018	1	中部	石川	202	4	240
2018	1	中部	福井	141	3	164
2018	1	中部	岐阜	447	11	601
2018	1	中部	愛知	3013	17	3631
2018	1	中部	三重	438	8	625
2018	1	中部	計	4489	47	5548
2018	1	近畿	滋賀	346	2	438
2018	1	近畿	京都	471	3	545
2018	1	近畿	大阪	2477	15	2963
2018	1	近畿	兵庫	2004	11	2457
2018	1	近畿	奈良	330	2	411
2018	1	近畿	和歌山	185	1	230
2018	1	近畿	計	5813	34	7044
2018	1	中国	鳥取	89	2	103
2018	1	中国	島根	106	0	126
2018	1	中国	岡山	484	5	578
2018	1	中国	広島	582	9	736
2018	1	中国	山口	331	0	416
2018	1	中国	計	1592	16	1959
2018	1	四国	徳島	195	0	230
2018	1	四国	香川	463	3	564
2018	1	四国	愛媛	317	5	371
2018	1	四国	高知	129	4	133
2018	1	四国	計	1104	12	1298
2018	1	九州	福岡	2414	12	3115
2018	1	九州	佐賀	554	0	774
2018	1	九州	長崎	373	4	486
2018	1	九州	熊本	435	8	552
2018	1	九州	大分	181	3	231
2018	1	九州	宮崎	568	6	617
2018	1	九州	鹿児島	528	10	608
2018	1	九州	沖縄	267	2	304
2018	1	九州	計	5320	45	6687
2018	1	合計	計	34599	319	42444
2017	12	北海道	計	1113	11	1313
2017	12	東北	青森	351	5	421
2017	12	東北	岩手	194	6	242
2017	12	東北	宮城	738	8	904
2017	12	東北	秋田	183	6	220
2017	12	東北	山形	637	2	788
2017	12	東北	福島	490	9	559
2017	12	東北	計	2593	36	3134
2017	12	東京	計	3133	17	3557
2017	12	関東	茨城	937	12	1184
2017	12	関東	栃木	468	11	560
2017	12	関東	群馬	1171	8	1467
2017	12	関東	埼玉	2755	16	3278
2017	12	関東	千葉	1828	20	2213
2017	12	関東	神奈川	2669	17	3121
2017	12	関東	新潟	427	8	491
2017	12	関東	山梨	424	3	510
2017	12	関東	長野	726	12	845
2017	12	関東	静岡	2870	12	3671
2017	12	関東	計	14275	119	17340
2017	12	中部	富山	350	4	398
2017	12	中部	石川	342	3	404
2017	12	中部	福井	154	5	184
2017	12	中部	岐阜	561	2	715
2017	12	中部	愛知	3560	28	4272
2017	12	中部	三重	465	6	602
2017	12	中部	計	5432	48	6575
2017	12	近畿	滋賀	475	4	591
2017	12	近畿	京都	751	3	876
2017	12	近畿	大阪	3542	13	4338
2017	12	近畿	兵庫	2211	20	2668
2017	12	近畿	奈良	415	7	520
2017	12	近畿	和歌山	202	6	223
2017	12	近畿	計	7596	53	9216
2017	12	中国	鳥取	92	3	108
2017	12	中国	島根	126	2	139
2017	12	中国	岡山	628	6	721
2017	12	中国	広島	923	12	1096
2017	12	中国	山口	394	12	455
2017	12	中国	計	2163	35	2519
2017	12	四国	徳島	286	3	351
2017	12	四国	香川	490	4	614
2017	12	四国	愛媛	357	5	428
2017	12	四国	高知	141	3	153
2017	12	四国	計	1274	15	1546
2017	12	九州	福岡	3278	13	4754
2017	12	九州	佐賀	544	3	721
2017	12	九州	長崎	515	3	641
2017	12	九州	熊本	523	10	632
2017	12	九州	大分	444	5	569
2017	12	九州	宮崎	801	5	891
2017	12	九州	鹿児島	569	6	644
2017	12	九州	沖縄	600	3	826
2017	12	九州	計	7274	48	9678
2017	12	合計	計	44853	382	54878
2017	11	北海道	札幌	669	10	773
2017	11	北海道	函館	72	2	82
2017	11	北海道	旭川	75	3	91
2017	11	北海道	釧路	79	0	92
2017	11	北海道	北見	28	0	36
2017	11	北海道	計	923	15	1074
2017	11	東北	青森	264	2	342
2017	11	東北	岩手	217	7	250
2017	11	東北	宮城	624	9	744
2017	11	東北	秋田	202	4	244
2017	11	東北	山形	451	3	550
2017	11	東北	福島	487	5	573
2017	11	東北	計	2245	30	2703
2017	11	東京	計	2824	12	3235
2017	11	関東	茨城	802	14	997
2017	11	関東	栃木	400	9	487
2017	11	関東	群馬	1063	7	1335
2017	11	関東	埼玉	2252	19	2691
2017	11	関東	千葉	1593	19	1951
2017	11	関東	神奈川	2451	19	2826
2017	11	関東	新潟	361	9	407
2017	11	関東	山梨	398	1	512
2017	11	関東	長野	712	4	870
2017	11	関東	静岡	2612	9	3331
2017	11	関東	計	12644	110	15407
2017	11	中部	富山	302	4	341
2017	11	中部	石川	294	2	350
2017	11	中部	福井	157	5	166
2017	11	中部	岐阜	474	6	666
2017	11	中部	愛知	3232	15	3912
2017	11	中部	三重	460	15	592
2017	11	中部	計	4919	47	6027
2017	11	近畿	滋賀	413	7	509
2017	11	近畿	京都	609	5	751
2017	11	近畿	大阪	3117	14	3763
2017	11	近畿	兵庫	2302	18	2804
2017	11	近畿	奈良	373	2	476
2017	11	近畿	和歌山	234	6	291
2017	11	近畿	計	7048	52	8594
2017	11	中国	鳥取	74	2	87
2017	11	中国	島根	106	0	117
2017	11	中国	岡山	571	7	649
2017	11	中国	広島	792	12	957
2017	11	中国	山口	370	12	444
2017	11	中国	計	1913	33	2254
2017	11	四国	徳島	282	5	339
2017	11	四国	香川	468	1	556
2017	11	四国	愛媛	366	8	411
2017	11	四国	高知	153	2	168
2017	11	四国	計	1269	16	1474
2017	11	九州	福岡	2870	13	3741
2017	11	九州	佐賀	581	7	765
2017	11	九州	長崎	443	9	521
2017	11	九州	熊本	506	11	606
2017	11	九州	大分	374	4	459
2017	11	九州	宮崎	707	3	789
2017	11	九州	鹿児島	544	4	628
2017	11	九州	沖縄	429	6	503
2017	11	九州	計	6454	57	8012
2017	11	合計	計	40239	372	48780
2017	10	北海道	札幌	684	4	784
2017	10	北海道	函館	71	2	87
2017	10	北海道	旭川	69	4	78
2017	10	北海道	釧路	89	3	95
2017	10	北海道	北見	28	3	29
2017	10	北海道	計	941	16	1073
2017	10	東北	青森	296	2	373
2017	10	東北	岩手	230	3	285
2017	10	東北	宮城	717	4	894
2017	10	東北	秋田	165	0	191
2017	10	東北	山形	527	7	656
2017	10	東北	福島	476	6	564
2017	10	東北	計	2411	22	2963
2017	10	東京	計	3020	16	3455
2017	10	関東	茨城	764	11	980
2017	10	関東	栃木	428	8	536
2017	10	関東	群馬	1191	1	1519
2017	10	関東	埼玉	2231	21	2714
2017	10	関東	千葉	1620	11	1926
2017	10	関東	神奈川	2489	17	2892
2017	10	関東	新潟	364	11	429
2017	10	関東	山梨	321	5	417
2017	10	関東	長野	700	11	877
2017	10	関東	静岡	2681	13	3454
2017	10	関東	計	12789	109	15744
2017	10	中部	富山	258	2	295
2017	10	中部	石川	274	3	302
2017	10	中部	福井	109	1	134
2017	10	中部	岐阜	422	5	551
2017	10	中部	愛知	3367	17	4106
2017	10	中部	三重	491	4	621
2017	10	中部	計	4921	32	6009
2017	10	近畿	滋賀	397	6	525
2017	10	近畿	京都	595	12	697
2017	10	近畿	大阪	3255	19	3964
2017	10	近畿	兵庫	2496	14	3034
2017	10	近畿	奈良	383	1	484
2017	10	近畿	和歌山	231	5	285
2017	10	近畿	計	7357	57	8989
2017	10	中国	鳥取	95	3	111
2017	10	中国	島根	123	1	154
2017	10	中国	岡山	615	11	724
2017	10	中国	広島	788	6	1039
2017	10	中国	山口	413	8	491
2017	10	中国	計	2034	29	2519
2017	10	四国	徳島	266	4	340
2017	10	四国	香川	563	5	696
2017	10	四国	愛媛	352	8	396
2017	10	四国	高知	165	3	188
2017	10	四国	計	1346	20	1620
2017	10	九州	福岡	3084	15	4040
2017	10	九州	佐賀	556	4	722
2017	10	九州	長崎	450	4	545
2017	10	九州	熊本	411	3	541
2017	10	九州	大分	370	3	494
2017	10	九州	宮崎	718	2	790
2017	10	九州	鹿児島	547	7	638
2017	10	九州	沖縄	409	4	488
2017	10	九州	計	6545	42	8258
2017	10	合計	計	41364	343	50630
2017	9	北海道	札幌	657	9	746
2017	9	北海道	函館	65	0	75
2017	9	北海道	旭川	88	2	104
2017	9	北海道	釧路	73	4	126
2017	9	北海道	北見	33	2	38
2017	9	北海道	計	916	17	1089
2017	9	東北	青森	239	1	280
2017	9	東北	岩手	192	8	215
2017	9	東北	宮城	584	2	714
2017	9	東北	秋田	185	3	218
2017	9	東北	山形	393	3	520
2017	9	東北	福島	460	10	531
2017	9	東北	計	2053	27	2478
2017	9	東京	計	2655	15	3080
2017	9	関東	茨城	749	15	944
2017	9	関東	栃木	349	10	446
2017	9	関東	群馬	1032	9	1308
2017	9	関東	埼玉	2040	15	2518
2017	9	関東	千葉	1483	14	1813
2017	9	関東	神奈川	2490	10	2919
2017	9	関東	新潟	353	7	424
2017	9	関東	山梨	354	1	453
2017	9	関東	長野	611	5	737
2017	9	関東	静岡	2401	8	3123
2017	9	関東	計	11862	94	14685
2017	9	中部	富山	231	3	267
2017	9	中部	石川	225	3	260
2017	9	中部	福井	106	5	115
2017	9	中部	岐阜	458	7	627
2017	9	中部	愛知	3142	16	3861
2017	9	中部	三重	407	6	538
2017	9	中部	計	4569	40	5668
2017	9	近畿	滋賀	370	7	460
2017	9	近畿	京都	523	5	644
2017	9	近畿	大阪	2793	9	3371
2017	9	近畿	兵庫	2096	12	2535
2017	9	近畿	奈良	331	2	440
2017	9	近畿	和歌山	197	4	243
2017	9	近畿	計	6310	39	7693
2017	9	中国	鳥取	79	2	94
2017	9	中国	島根	126	1	144
2017	9	中国	岡山	515	5	604
2017	9	中国	広島	703	5	906
2017	9	中国	山口	367	4	476
2017	9	中国	計	1790	17	2224
2017	9	四国	徳島	250	4	293
2017	9	四国	香川	454	4	580
2017	9	四国	愛媛	306	4	355
2017	9	四国	高知	117	1	133
2017	9	四国	計	1127	13	1361
2017	9	九州	福岡	2706	13	3553
2017	9	九州	佐賀	559	1	719
2017	9	九州	長崎	409	4	535
2017	9	九州	熊本	473	4	615
2017	9	九州	大分	291	3	392
2017	9	九州	宮崎	677	2	764
2017	9	九州	鹿児島	533	5	629
2017	9	九州	沖縄	456	5	558
2017	9	九州	計	6104	37	7765
2017	9	合計	計	37386	299	46043
2017	8	北海道	札幌	566	10	653
2017	8	北海道	函館	78	0	99
2017	8	北海道	旭川	79	0	95
2017	8	北海道	釧路	69	3	85
2017	8	北海道	北見	23	1	31
2017	8	北海道	計	815	14	963
2017	8	東北	青森	297	8	377
2017	8	東北	岩手	167	5	198
2017	8	東北	宮城	603	5	801
2017	8	東北	秋田	224	4	273
2017	8	東北	山形	489	2	644
2017	8	東北	福島	455	10	549
2017	8	東北	計	2235	34	2842
2017	8	東京	計	2563	14	3047
2017	8	関東	茨城	764	11	975
2017	8	関東	栃木	358	5	446
2017	8	関東	群馬	1043	11	1350
2017	8	関東	埼玉	2029	9	2525
2017	8	関東	千葉	1416	5	1794
2017	8	関東	神奈川	2388	10	2928
2017	8	関東	新潟	408	4	521
2017	8	関東	山梨	396	4	545
2017	8	関東	長野	652	5	819
2017	8	関東	静岡	2527	12	3542
2017	8	関東	計	11981	76	15445
2017	8	中部	富山	251	3	298
2017	8	中部	石川	266	3	324
2017	8	中部	福井	135	6	156
2017	8	中部	岐阜	487	10	672
2017	8	中部	愛知	3058	18	3871
2017	8	中部	三重	408	6	563
2017	8	中部	計	4605	46	5884
2017	8	近畿	滋賀	379	8	526
2017	8	近畿	京都	567	4	680
2017	8	近畿	大阪	3134	15	3881
2017	8	近畿	兵庫	2238	11	2881
2017	8	近畿	奈良	418	1	546
2017	8	近畿	和歌山	229	3	304
2017	8	近畿	計	6965	42	8818
2017	8	中国	鳥取	96	0	125
2017	8	中国	島根	118	0	137
2017	8	中国	岡山	617	14	730
2017	8	中国	広島	698	6	898
2017	8	中国	山口	431	3	575
2017	8	中国	計	1960	23	2465
2017	8	四国	徳島	262	3	337
2017	8	四国	香川	511	4	646
2017	8	四国	愛媛	357	7	426
2017	8	四国	高知	156	5	168
2017	8	四国	計	1286	19	1577
2017	8	九州	福岡	3117	14	4263
2017	8	九州	佐賀	659	2	881
2017	8	九州	長崎	500	2	666
2017	8	九州	熊本	538	4	717
2017	8	九州	大分	355	6	437
2017	8	九州	宮崎	708	3	795
2017	8	九州	鹿児島	615	6	758
2017	8	九州	沖縄	456	4	516
2017	8	九州	計	6948	41	9033
2017	8	合計	計	39358	309	50074
2017	7	北海道	札幌	578	10	679
2017	7	北海道	函館	78	0	95
2017	7	北海道	旭川	71	1	84
2017	7	北海道	釧路	69	3	69
2017	7	北海道	北見	29	3	31
2017	7	北海道	計	825	17	958
2017	7	東北	青森	259	4	304
2017	7	東北	岩手	178	3	213
2017	7	東北	宮城	578	6	745
2017	7	東北	秋田	155	3	180
2017	7	東北	山形	443	1	543
2017	7	東北	福島	447	4	532
2017	7	東北	計	2060	21	2517
2017	7	東京	計	3010	20	3506
2017	7	関東	茨城	740	14	945
2017	7	関東	栃木	395	8	490
2017	7	関東	群馬	1013	6	1302
2017	7	関東	埼玉	2084	15	2521
2017	7	関東	千葉	1420	12	1711
2017	7	関東	神奈川	2633	9	3151
2017	7	関東	新潟	316	11	367
2017	7	関東	山梨	348	6	451
2017	7	関東	長野	608	12	743
2017	7	関東	静岡	2498	12	3215
2017	7	関東	計	12055	105	14896
2017	7	中部	富山	242	5	294
2017	7	中部	石川	228	1	271
2017	7	中部	福井	110	3	126
2017	7	中部	岐阜	429	8	548
2017	7	中部	愛知	3344	14	4055
2017	7	中部	三重	379	10	476
2017	7	中部	計	4732	41	5770
2017	7	近畿	滋賀	408	5	512
2017	7	近畿	京都	566	2	682
2017	7	近畿	大阪	2750	15	3289
2017	7	近畿	兵庫	2319	14	2804
2017	7	近畿	奈良	396	1	509
2017	7	近畿	和歌山	209	0	260
2017	7	近畿	計	6648	37	8056
2017	7	中国	鳥取	75	1	91
2017	7	中国	島根	86	0	102
2017	7	中国	岡山	582	9	700
2017	7	中国	広島	708	10	885
2017	7	中国	山口	372	10	433
2017	7	中国	計	1823	30	2211
2017	7	四国	徳島	264	2	334
2017	7	四国	香川	512	2	643
2017	7	四国	愛媛	325	9	401
2017	7	四国	高知	135	3	153
2017	7	四国	計	1236	16	1531
2017	7	九州	福岡	2896	9	3751
2017	7	九州	佐賀	534	3	743
2017	7	九州	長崎	384	2	475
2017	7	九州	熊本	453	4	583
2017	7	九州	大分	332	5	454
2017	7	九州	宮崎	670	2	758
2017	7	九州	鹿児島	542	2	630
2017	7	九州	沖縄	414	0	489
2017	7	九州	計	6225	27	7883
2017	7	合計	計	38614	314	47328
2017	6	北海道	計	831	17	958
2017	6	北海道	札幌	611	6	699
2017	6	北海道	函館	76	3	95
2017	6	北海道	旭川	58	2	69
2017	6	北海道	釧路	70	5	79
2017	6	北海道	北見	16	1	16
2017	6	東北	青森	228	1	275
2017	6	東北	岩手	164	3	201
2017	6	東北	宮城	553	2	693
2017	6	東北	秋田	146	3	187
2017	6	東北	山形	444	2	551
2017	6	東北	福島	403	1	491
2017	6	東北	計	1938	12	2398
2017	6	東京	計	2577	19	3018
2017	6	関東	茨城	834	11	1063
2017	6	関東	栃木	378	9	453
2017	6	関東	群馬	1000	4	1248
2017	6	関東	埼玉	2117	6	2587
2017	6	関東	千葉	1432	13	1739
2017	6	関東	神奈川	2547	17	2944
2017	6	関東	新潟	358	12	427
2017	6	関東	山梨	306	3	420
2017	6	関東	長野	652	1	812
2017	6	関東	静岡	2519	6	3255
2017	6	関東	計	12143	82	14948
2017	6	中部	富山	256	2	300
2017	6	中部	石川	268	2	326
2017	6	中部	福井	125	1	139
2017	6	中部	岐阜	431	8	566
2017	6	中部	愛知	3232	15	4011
2017	6	中部	三重	468	11	589
2017	6	中部	計	4780	39	5931
2017	6	近畿	滋賀	419	6	509
2017	6	近畿	京都	609	6	720
2017	6	近畿	大阪	2972	4	3586
2017	6	近畿	兵庫	2261	12	2780
2017	6	近畿	奈良	346	5	446
2017	6	近畿	和歌山	215	2	259
2017	6	近畿	計	6822	35	8300
2017	6	中国	鳥取	75	2	94
2017	6	中国	島根	104	2	117
2017	6	中国	岡山	599	10	675
2017	6	中国	広島	729	5	872
2017	6	中国	山口	417	4	505
2017	6	中国	計	1924	23	2263
2017	6	四国	徳島	246	1	303
2017	6	四国	香川	533	3	671
2017	6	四国	愛媛	345	8	402
2017	6	四国	高知	145	1	158
2017	6	四国	計	1269	13	1534
2017	6	九州	福岡	2817	10	3620
2017	6	九州	佐賀	528	0	661
2017	6	九州	長崎	394	7	496
2017	6	九州	熊本	482	4	592
2017	6	九州	大分	312	1	398
2017	6	九州	宮崎	665	3	739
2017	6	九州	鹿児島	492	8	570
2017	6	九州	沖縄	416	3	480
2017	6	九州	計	6106	36	7556
2017	6	合計	計	38390	276	46906
2017	5	北海道	札幌	554	4	658
2017	5	北海道	函館	61	1	78
2017	5	北海道	旭川	65	2	75
2017	5	北海道	釧路	66	3	76
2017	5	北海道	北見	23	1	30
2017	5	北海道	計	769	11	917
2017	5	東北	青森	268	5	334
2017	5	東北	岩手	211	9	260
2017	5	東北	宮城	590	4	743
2017	5	東北	秋田	154	3	186
2017	5	東北	山形	427	2	516
2017	5	東北	福島	472	6	592
2017	5	東北	計	2122	29	2631
2017	5	東京	計	2525	10	2937
2017	5	関東	茨城	814	7	1069
2017	5	関東	栃木	429	8	551
2017	5	関東	群馬	1022	2	1268
2017	5	関東	埼玉	2030	15	2540
2017	5	関東	千葉	1466	10	1839
2017	5	関東	神奈川	2206	7	2612
2017	5	関東	新潟	378	7	450
2017	5	関東	山梨	359	4	476
2017	5	関東	長野	689	5	833
2017	5	関東	静岡	2426	9	3260
2017	5	関東	計	11819	74	14898
2017	5	中部	富山	260	4	304
2017	5	中部	石川	283	5	314
2017	5	中部	福井	123	6	145
2017	5	中部	岐阜	460	4	575
2017	5	中部	愛知	3161	19	3842
2017	5	中部	三重	478	6	641
2017	5	中部	計	4765	44	5821
2017	5	近畿	滋賀	450	1	580
2017	5	近畿	京都	562	2	674
2017	5	近畿	大阪	2932	13	3552
2017	5	近畿	兵庫	2124	10	2657
2017	5	近畿	奈良	368	5	466
2017	5	近畿	和歌山	240	2	314
2017	5	近畿	計	6676	33	8243
2017	5	中国	鳥取	86	3	100
2017	5	中国	島根	100	1	118
2017	5	中国	岡山	623	6	735
2017	5	中国	広島	715	9	929
2017	5	中国	山口	449	7	560
2017	5	中国	計	1973	26	2442
2017	5	四国	徳島	261	3	307
2017	5	四国	香川	519	4	633
2017	5	四国	愛媛	371	7	432
2017	5	四国	高知	142	0	160
2017	5	四国	計	1293	14	1532
2017	5	九州	福岡	2871	10	3760
2017	5	九州	佐賀	597	6	819
2017	5	九州	長崎	471	5	632
2017	5	九州	熊本	486	2	639
2017	5	九州	大分	384	4	494
2017	5	九州	宮崎	725	4	792
2017	5	九州	鹿児島	586	6	685
2017	5	九州	沖縄	409	4	473
2017	5	九州	計	6529	41	8294
2017	5	合計	計	38471	282	47715
2017	4	北海道	札幌	531	4	608
2017	4	北海道	函館	44	0	58
2017	4	北海道	旭川	57	3	68
2017	4	北海道	釧路	52	0	64
2017	4	北海道	北見	20	0	26
2017	4	北海道	計	704	7	824
2017	4	東北	青森	224	3	278
2017	4	東北	岩手	150	4	199
2017	4	東北	宮城	564	2	695
2017	4	東北	秋田	121	2	147
2017	4	東北	山形	376	6	461
2017	4	東北	福島	463	3	602
2017	4	東北	計	1898	20	2382
2017	4	東京	計	2624	6	3067
2017	4	関東	茨城	737	8	963
2017	4	関東	栃木	382	3	502
2017	4	関東	群馬	1111	3	1448
